hand,synonyms,YOUR NAME,1,2,3,4,5,6,7,TARGET ADJECTIVE,ANSWERS
"['Training_Wheels', 'Barbed_Wire', 'Sharp_Knives', 'Ham_Sandwhich', 'Fidel_Castro', 'John_Glenn', 'Boy_Scouts']","['slippery', 'gooey']",,Training_Wheels,Barbed_Wire,Sharp_Knives,Ham_Sandwhich,Fidel_Castro,John_Glenn,Boy_Scouts,Slimy,
"['Brains', 'Riding_A_Bike', 'Cowboys_and_Indians', 'Winter', 'Tractors', 'The_Vatican', 'Bumper_Stickers']","['exhilarating', 'inspiring', 'stimulating']",,Brains,Riding_A_Bike,Cowboys_and_Indians,Winter,Tractors,The_Vatican,Bumper_Stickers,Inspirational,
"['Taking_A_Shower', 'Tibet', 'Campfire', 'The_1920s', 'Hair_Transplants', 'King_Arthur', 'Whipped_Cream']","['guiltless', 'pure', 'naive']",,Taking_A_Shower,Tibet,Campfire,The_1920s,Hair_Transplants,King_Arthur,Whipped_Cream,Innocent,
"['John_F._Kennedy', 'Sleepovers', 'The_Eiffel_Tower', 'Corn_On_The_Cob', 'Motorcycles', 'Beef_Stew', 'Claude_Monet']","['boring', 'stupid', 'blunt']",,John_F._Kennedy,Sleepovers,The_Eiffel_Tower,Corn_On_The_Cob,Motorcycles,Beef_Stew,Claude_Monet,Dull,
"['Umbrellas', ""Women's_Soccer"", 'Baseball_Games', 'Itchy_Clothes', 'Sailors', 'Girls', 'School_Pictures']","['vain', 'smug', 'self-centered']",,Umbrellas,Women's_Soccer,Baseball_Games,Itchy_Clothes,Sailors,Girls,School_Pictures,Conceited,
"['Pyramids', 'Oprah_Winfrey', 'Garages', 'Homeless_Shelters', 'French_Fries', 'Rollerblading', 'Assault_and_Battery']","['sad', 'sorrowful']",,Pyramids,Oprah_Winfrey,Garages,Homeless_Shelters,French_Fries,Rollerblading,Assault_and_Battery,Unhappy,
"['Berlin_-_1945', 'A_Honeymoon', 'MTV', 'Celine_Dion', 'Snowstorm', 'Stocks_and_Bonds', 'Sunburns']","['loving', 'tender', 'huggable']",,Berlin_-_1945,A_Honeymoon,MTV,Celine_Dion,Snowstorm,Stocks_and_Bonds,Sunburns,Cuddly,
"['Barfing', 'Billboards', 'My_Mom', 'Cher', 'Taking_A_Bath', 'Burned_Toast', 'Music']","['concerned', 'interested']",,Barfing,Billboards,My_Mom,Cher,Taking_A_Bath,Burned_Toast,Music,Caring,
"['Leather_and_Lace', 'The_JFK_Assassination', 'Farms', 'Manhattan', 'Raggedy_Ann', 'The_Big_Dipper', 'Ragweed']","['idealistic', 'prophetic', 'far-seeing']",,Leather_and_Lace,The_JFK_Assassination,Farms,Manhattan,Raggedy_Ann,The_Big_Dipper,Ragweed,Visionary,
"['Car_Bombs', 'Adolph_Hitler', 'Having_A_Baby', 'Woodpeckers', 'The_Green_Bay_Packers', 'Ham_Sandwhich', 'New_Shoes']","['antagonistic', 'aggressive', 'warlike']",,Car_Bombs,Adolph_Hitler,Having_A_Baby,Woodpeckers,The_Green_Bay_Packers,Ham_Sandwhich,New_Shoes,Hostile,
"['Popcorn', 'Girlfriends', 'Spike_Lee', 'Rod_and_Reel', 'Power_and_Glory', 'Bodybuilders', 'Cats_and_Dogs']","['thrilling', 'startling', 'melodramatic']",,Popcorn,Girlfriends,Spike_Lee,Rod_and_Reel,Power_and_Glory,Bodybuilders,Cats_and_Dogs,Sensational,
"['Caves', 'Cinderella', 'Whoopie_Goldberg', 'Water_Guns', 'Boxing', 'Speeding_Tickets', 'Will_Smith']","['superficial', 'trivial', 'not', 'deep']",,Caves,Cinderella,Whoopie_Goldberg,Water_Guns,Boxing,Speeding_Tickets,Will_Smith,Shallow,
"['Cigarettes', 'Dolphins', 'A_Log_Cabin', 'Having_A_Party', 'The_Everglades', 'Play-Doh', 'Judge_Judy']","['dull', 'tedious', 'monotonous']",,Cigarettes,Dolphins,A_Log_Cabin,Having_A_Party,The_Everglades,Play-Doh,Judge_Judy,Boring,
"['Salt_and_Pepper', 'Family_Vacations', 'Whoopie_Goldberg', 'Fat', 'Peanuts_and_Popcorn', 'Barfing', 'My_Past']","['affectionate', 'comforting', 'welcoming']",,Salt_and_Pepper,Family_Vacations,Whoopie_Goldberg,Fat,Peanuts_and_Popcorn,Barfing,My_Past,Friendly,
"[""Salt_'N_Pepa"", 'Cooking_Dinner', 'Saddam_Hussein', 'Drunk_Drivers', 'Cameras', 'AIDS', 'The_Beatles']","['imperfect', 'defective', 'unsound']",,Salt_'N_Pepa,Cooking_Dinner,Saddam_Hussein,Drunk_Drivers,Cameras,AIDS,The_Beatles,Flawed,
"['Body_Snatchers', 'Richard_Simmons', 'My_Shoes', 'Inchworm', 'Haunted_House', 'The_President', 'Skinheads']","['exciting', 'sensational', 'theatrical']",,Body_Snatchers,Richard_Simmons,My_Shoes,Inchworm,Haunted_House,The_President,Skinheads,Dramatic,
"['Gold_Chains', 'Geishas', ""Valentine's_Day"", 'Apple_Juice', 'Leather_and_Lace', 'Egg_Rolls', 'Flies']","['funny', 'hilarious', 'amusing']",,Gold_Chains,Geishas,Valentine's_Day,Apple_Juice,Leather_and_Lace,Egg_Rolls,Flies,Comical,
"['Rice_and_Beans', 'John_Travolta', 'The_Three_Tenors', 'Wine_Tasting', 'Zombies', 'Broadway', 'Clowns']","['diligent', 'busy', 'hard-working']",,Rice_and_Beans,John_Travolta,The_Three_Tenors,Wine_Tasting,Zombies,Broadway,Clowns,Industrious,
"['Sunshine', 'Blowing_Your_Nose', 'Local_Police', 'Orange_Juice', ""Women's_Soccer"", 'Kisses', 'Magic_Tricks']","['large', 'huge', 'gigantic']",,Sunshine,Blowing_Your_Nose,Local_Police,Orange_Juice,Women's_Soccer,Kisses,Magic_Tricks,Enormous,
"['Substitute_Teachers', 'VW_Beetles', 'School_Lunch', 'Harry_Potter', 'Dr._Seuss', 'Shopping', 'Barney']","['scientific', 'futuristic', 'mechanical']",,Substitute_Teachers,VW_Beetles,School_Lunch,Harry_Potter,Dr._Seuss,Shopping,Barney,Technological,
"['Celine_Dion', 'Sunburns', 'Billboards', 'Pigeons', 'Jim_Carrey', 'Me_and_My_Shadow', 'Underwear']","['seductive', 'enticing', 'alluring']",,Celine_Dion,Sunburns,Billboards,Pigeons,Jim_Carrey,Me_and_My_Shadow,Underwear,Tempting,
"['Pinocchio', 'King_Henry_VIII', 'Diamonds', 'Arnold_Schwarzenegger', 'Hansel_and_Gretel', 'Chicago', 'Husbands_and_Wives']","['athletic', 'active']",,Pinocchio,King_Henry_VIII,Diamonds,Arnold_Schwarzenegger,Hansel_and_Gretel,Chicago,Husbands_and_Wives,Sporty,
"['Pearl_Earrings', 'Ronald_McDonald', 'Board_Games', 'Choir_Boys', 'Eyes', 'The_Great_Wall_Of_China', 'Sharks']","['adorable', 'endearing', 'cuddly']",,Pearl_Earrings,Ronald_McDonald,Board_Games,Choir_Boys,Eyes,The_Great_Wall_Of_China,Sharks,Lovable,
"['Rice_Krispies_Treats', 'Cleopatra', 'Catsup_and_Mustard', 'Good_and_Plenty', 'The_Midwest', 'Wood_Chippers', 'Dustin_Hoffman']","['affectionate', 'comforting', 'welcoming']",,Rice_Krispies_Treats,Cleopatra,Catsup_and_Mustard,Good_and_Plenty,The_Midwest,Wood_Chippers,Dustin_Hoffman,Friendly,
"['Rocks', 'Adolph_Hitler', 'Waxing_The_Floor', 'Pushups', 'Rogers_and_Hammerstein', 'John_Glenn', 'Alfred_Hitchcock']","['lovable', 'charming', 'delightful']",,Rocks,Adolph_Hitler,Waxing_The_Floor,Pushups,Rogers_and_Hammerstein,John_Glenn,Alfred_Hitchcock,Adorable,
"['Cream_and_Sugar', 'Gorillas', 'Americans', 'Anna_and_The_King', 'Car_Horns', 'Planting_Flowers', 'Bottled_Water']","['gummy', 'rubbery', 'stringy']",,Cream_and_Sugar,Gorillas,Americans,Anna_and_The_King,Car_Horns,Planting_Flowers,Bottled_Water,Chewy,
"['Duct_Tape', 'Friends_and_Family', 'Madeline', 'A_Cheap_Motel', 'A_Mummy', 'Ragweed', 'Circus_Peanuts']","['sloppy', 'disorderly', 'unclean']",,Duct_Tape,Friends_and_Family,Madeline,A_Cheap_Motel,A_Mummy,Ragweed,Circus_Peanuts,Messy,
"['Humphrey_Bogart', 'Sesame_Street', 'Harvard_and_Yale', 'Nicholas_Cage', 'Porsche_Boxster', 'Spaghetti', 'Drinking_and_Driving']","['sweet', 'well-behaved', 'virtuous']",,Humphrey_Bogart,Sesame_Street,Harvard_and_Yale,Nicholas_Cage,Porsche_Boxster,Spaghetti,Drinking_and_Driving,Goody-Goody,
"['Ronald_McDonald', 'Lucy_and_Desi', 'Basketball', 'Stalactites_and_Stalagmites', 'Bert_And_Ernie', 'Football', 'Water_Parks']","['extreme', 'passionate', 'strained']",,Ronald_McDonald,Lucy_and_Desi,Basketball,Stalactites_and_Stalagmites,Bert_And_Ernie,Football,Water_Parks,Intense,
"['Ninjas', 'Monkeys', 'Talk_Radio', 'Big_Bird', 'Madonna', 'Jell-O', 'Love_Letters']","['bushy', 'stringy']",,Ninjas,Monkeys,Talk_Radio,Big_Bird,Madonna,Jell-O,Love_Letters,Shaggy,
"[""Women's_Soccer"", 'Darth_Vader', 'Baby_Food', 'Oil_and_Filter', 'The_Three_Stooges', 'Pins_and_Needles', 'Meryl_Streep']","['unconventional', 'revolutionary', 'extreme']",,Women's_Soccer,Darth_Vader,Baby_Food,Oil_and_Filter,The_Three_Stooges,Pins_and_Needles,Meryl_Streep,Radical,
"['Turkey_and_Stuffing', 'Alien_Abductions', 'Stomach_Ache', 'Cactus', 'Bonbons', 'Pluto', 'Sticks_and_Stones']","['ornate', 'pompous', 'extravagant']",,Turkey_and_Stuffing,Alien_Abductions,Stomach_Ache,Cactus,Bonbons,Pluto,Sticks_and_Stones,Flamboyant,
"['Watermelon', 'Skateboards', 'Horse_and_Cart', 'The_President', 'Amputations', 'Hootie_and_The_Blowfish', 'A_Giant']","['effortless', 'gentle', 'promiscuous']",,Watermelon,Skateboards,Horse_and_Cart,The_President,Amputations,Hootie_and_The_Blowfish,A_Giant,Easy,
"['Electric_Eels', 'Hillary_Rodham_Clinton', 'Orange_Juice', 'Lethal_Injection', 'Drunk_Drivers', 'Alfred_Hitchcock', 'Mold']","['extreme', 'passionate', 'strained']",,Electric_Eels,Hillary_Rodham_Clinton,Orange_Juice,Lethal_Injection,Drunk_Drivers,Alfred_Hitchcock,Mold,Intense,
"['Curds_and_Whey', 'Blizzard', 'Monster_Trucks', 'Skeletons', 'Michelangelo', 'San_Francisco', 'Televangelists']","['caring', 'kind']",,Curds_and_Whey,Blizzard,Monster_Trucks,Skeletons,Michelangelo,San_Francisco,Televangelists,Loving,
"['Ben_Stiller', 'Sand_Castles', 'A_French_Maid', 'Hamsters', 'Mountains', 'Thanksgiving_Day', 'Popcorn']","['gummy', 'rubbery', 'stringy']",,Ben_Stiller,Sand_Castles,A_French_Maid,Hamsters,Mountains,Thanksgiving_Day,Popcorn,Chewy,
"['Zucchini', 'Pine_Trees', 'Waco,_Texas', 'Madonna', 'Flannel_Shirts', 'Ebony_and_Ivory', 'Baseball_Games']","['prehistoric', 'primal', 'uncivilized']",,Zucchini,Pine_Trees,"Waco,_Texas",Madonna,Flannel_Shirts,Ebony_and_Ivory,Baseball_Games,Primitive,
"['Chat_Rooms', 'Sloppy_Joes', 'Pumpkins', 'Fourth_Of_July', 'Sushi', 'Bad_Dogs', 'Garth_Brooks']","['male', 'manly', 'virile']",,Chat_Rooms,Sloppy_Joes,Pumpkins,Fourth_Of_July,Sushi,Bad_Dogs,Garth_Brooks,Masculine,
"['Camelot', 'Beavis_and_Butt-Head', 'My_Town', 'Roller_Coaster', 'Cockles_and_Mussels', 'Square_Dancing', 'A_Cabin_In_The_Woods']","['bent', 'rounded']",,Camelot,Beavis_and_Butt-Head,My_Town,Roller_Coaster,Cockles_and_Mussels,Square_Dancing,A_Cabin_In_The_Woods,Curved,
"['Coral_Reef', 'A_Crawl_Space', 'Morticians', 'Pulling_Weeds', ""At_My_Parent's_House"", 'Bacon', 'Inchworm']","['intelligent', 'stylish', 'witty']",,Coral_Reef,A_Crawl_Space,Morticians,Pulling_Weeds,At_My_Parent's_House,Bacon,Inchworm,Smart,
"['Bigfoot', 'Pomp_and_Circumstance', 'Popcorn', 'Peanut_Butter', 'Spiders', 'Televangelists', 'Boardwalk_and_Park_Place']","['religious', 'inspired', 'supernatural']",,Bigfoot,Pomp_and_Circumstance,Popcorn,Peanut_Butter,Spiders,Televangelists,Boardwalk_and_Park_Place,Spiritual,
"['Mark_Twain', 'Cockroaches', 'Genetic_Engineering', 'Telling_Scary_Stories', 'Juggling', 'Gettysburg,_1863', 'The_Super_Bowl']","['faultless', 'consummate', 'exact']",,Mark_Twain,Cockroaches,Genetic_Engineering,Telling_Scary_Stories,Juggling,"Gettysburg,_1863",The_Super_Bowl,Perfect,
"['Grass_Skirts', 'Sean_Connery', 'Stocks_and_Bonds', 'A_Cookbook', 'The_Young_and_The_Restless', 'Screaming', 'Muhammad_Ali']","['not', 'grasped', 'not', 'learned', 'not', 'absorbed']",,Grass_Skirts,Sean_Connery,Stocks_and_Bonds,A_Cookbook,The_Young_and_The_Restless,Screaming,Muhammad_Ali,Misunderstood,
"['Cleopatra', 'School_Buses', 'Gall_Bladder', 'Genetic_Engineering', 'Chameleons', 'Cher', 'Body_Piercing']","['stately', 'honorable', 'distinguished']",,Cleopatra,School_Buses,Gall_Bladder,Genetic_Engineering,Chameleons,Cher,Body_Piercing,Dignified,
"['Rocks', 'Chopsticks', 'Baked_Beans', 'Sleep', 'Parenting', 'Tulips', 'Maggots']","['worthless', 'ineffective', 'unneeded']",,Rocks,Chopsticks,Baked_Beans,Sleep,Parenting,Tulips,Maggots,Useless,
"['Colin_Powell', 'Spilled_Milk', 'Spontaneous_Combustion', 'New_Orleans', 'Steak_And_Potatoes', 'Love_Letters', 'The_Opera']","['dignified', 'satisfied']",,Colin_Powell,Spilled_Milk,Spontaneous_Combustion,New_Orleans,Steak_And_Potatoes,Love_Letters,The_Opera,Proud,
"['Cigarette_Burns', 'Garbage_Cans', 'Herb_Gardens', 'Spit_and_Polish', 'Princess_Di', 'Sunken_Ships', 'Baby_Food']","['odd', 'unusual']",,Cigarette_Burns,Garbage_Cans,Herb_Gardens,Spit_and_Polish,Princess_Di,Sunken_Ships,Baby_Food,Strange,
"['Slash_and_Burn', 'Midlife_Crisis', 'Reading_A_Good_Book', 'Surf_and_Turf', 'Burger_and_Fries', 'Rocket_Scientists', 'Ernest_Hemingway']","['secretive', 'puzzling', 'strange']",,Slash_and_Burn,Midlife_Crisis,Reading_A_Good_Book,Surf_and_Turf,Burger_and_Fries,Rocket_Scientists,Ernest_Hemingway,Mysterious,
"['Gravity', 'Parties', 'Penn_and_Teller', 'Snips_and_Snails', 'Night', 'Drew_Barrymore', 'A_Ringing_In_My_Ears']","['rotten', 'hurtful']",,Gravity,Parties,Penn_and_Teller,Snips_and_Snails,Night,Drew_Barrymore,A_Ringing_In_My_Ears,Bad,
"['Social_Security', 'Barfing', 'Thunder', 'Assault_and_Battery', 'Maui', 'Peaches_and_Cream', 'Cigarettes']","['arousing', 'appealing', 'seductive']",,Social_Security,Barfing,Thunder,Assault_and_Battery,Maui,Peaches_and_Cream,Cigarettes,Sexy,
"['Smithsonian_Institution', 'A_Refrigerator', 'Toenails', 'Curds_and_Whey', 'The_National_Enquirer', 'Trampolines', 'Hard_Boiled_Eggs']","['difficult', 'complex', 'involved']",,Smithsonian_Institution,A_Refrigerator,Toenails,Curds_and_Whey,The_National_Enquirer,Trampolines,Hard_Boiled_Eggs,Complicated,
"['NASCAR', 'Kickball', 'Mice', 'Babe_Ruth', 'Hot_Chocolate', ""Charlotte's_Web"", 'Marriage']","['aromatic', 'odorous', 'perfumed']",,NASCAR,Kickball,Mice,Babe_Ruth,Hot_Chocolate,Charlotte's_Web,Marriage,Fragrant,
"['Outer_Space', 'Brooks_and_Dunn', 'Caviar', 'Cold_Pizza', 'The_Land_Of_Oz', 'Confucius', 'Chinatown']","['bent', 'not', 'straight']",,Outer_Space,Brooks_and_Dunn,Caviar,Cold_Pizza,The_Land_Of_Oz,Confucius,Chinatown,Crooked,
"['Pins_and_Needles', 'My_Mom', 'Stop_Signs', 'The_1980s', 'Pond_Scum', 'Alan_Greenspan', 'Horseback_Riding']","['calm', 'not', 'tense']",,Pins_and_Needles,My_Mom,Stop_Signs,The_1980s,Pond_Scum,Alan_Greenspan,Horseback_Riding,Relaxed,
"['Brushing_Your_Teeth', 'My_Dad', 'Itchy_Clothes', 'Cigarette_Burns', 'My_Future', 'Socks', 'Bears']","['swift', 'quick', 'rapid']",,Brushing_Your_Teeth,My_Dad,Itchy_Clothes,Cigarette_Burns,My_Future,Socks,Bears,Fast,
"['Europe', ""Women's_Soccer"", 'King_Tut', 'Dirty_Dishes', 'Darth_Vader', 'Lethal_Injection', 'Falling_Down']","['useless', 'meaningless']",,Europe,Women's_Soccer,King_Tut,Dirty_Dishes,Darth_Vader,Lethal_Injection,Falling_Down,Worthless,
"['Crabs', 'Nuclear_Power_Plants', 'Flannel_Shirts', 'Big_Macs', 'Thanksgiving_Day', 'Cleopatra', 'A_School_Bus']","['timeless', 'definitive', 'vintage']",,Crabs,Nuclear_Power_Plants,Flannel_Shirts,Big_Macs,Thanksgiving_Day,Cleopatra,A_School_Bus,Classic,
"['Carlos_Santana', 'Homeless_Shelters', 'Rusty_Nails', 'Discos', 'Disneyland', 'Farms', 'The_Chicken_Dance']","['serene', 'restful', 'calm']",,Carlos_Santana,Homeless_Shelters,Rusty_Nails,Discos,Disneyland,Farms,The_Chicken_Dance,Peaceful,
"['A_Saw', 'John_Glenn', 'Liposuction', 'Teletubbies', 'Loch_Ness_Monster', 'Electric_Eels', 'Beer_and_Pretzels']","['timeless', 'definitive', 'vintage']",,A_Saw,John_Glenn,Liposuction,Teletubbies,Loch_Ness_Monster,Electric_Eels,Beer_and_Pretzels,Classic,
"['Rock_Candy', 'Mount_Vesuvius', 'Bugs_Bunny', 'A_Used_Car_Lot', 'Hair_Transplants', 'Surprise_Parties', 'Getting_A_Shot']","['dainty', 'tender', 'elegant']",,Rock_Candy,Mount_Vesuvius,Bugs_Bunny,A_Used_Car_Lot,Hair_Transplants,Surprise_Parties,Getting_A_Shot,Delicate,
"['Snow_Cones', 'Cut_and_Curl', 'Feminists', 'My_School', 'Tulips', 'Ships', 'Floods']","['thrilling', 'breathtaking', 'arousing']",,Snow_Cones,Cut_and_Curl,Feminists,My_School,Tulips,Ships,Floods,Exciting,
"['Bert_and_Ernie', 'Fat', 'Swimming', 'My_Family', 'Mae_West', 'Hammer_and_Nails', 'Road_Kill']","['captivating', 'charming', 'spell-binding']",,Bert_and_Ernie,Fat,Swimming,My_Family,Mae_West,Hammer_and_Nails,Road_Kill,Enchanting,
"['An_Igloo', 'Curds_and_Whey', 'Milk_and_Cookies', 'Casinos', 'Electric_Eels', 'Barney', 'Anne_Frank']","['unhip', 'uncool', 'dorky']",,An_Igloo,Curds_and_Whey,Milk_and_Cookies,Casinos,Electric_Eels,Barney,Anne_Frank,Nerdy,
"[""McDonald's"", 'Thanksgiving_Day', 'Antony_and_Cleopatra', 'Feminists', 'Getting_Head_Lice', 'Scientists', 'Horse_and_Cart']","['fearless', 'courageous']",,McDonald's,Thanksgiving_Day,Antony_and_Cleopatra,Feminists,Getting_Head_Lice,Scientists,Horse_and_Cart,Brave,
"['Salads', 'Handcuffs', 'Christmas', 'R_and_R', 'Carpenters', 'Airplanes', 'Braces']","['imaginary', 'illusionary', 'unbelievable']",,Salads,Handcuffs,Christmas,R_and_R,Carpenters,Airplanes,Braces,Unreal,
"[""Valentine's_Day"", 'A_High_School_Bathroom', 'Death_and_Taxes', 'Hockey', 'Anthrax', 'Hamburgers', 'Husbands_and_Wives']","['amazing', 'remarkable', 'majestic']",,Valentine's_Day,A_High_School_Bathroom,Death_and_Taxes,Hockey,Anthrax,Hamburgers,Husbands_and_Wives,Awesome,
"['Pillow_Fights', 'Hang_Gliding', 'Training_Wheels', 'Poison_Ivy', 'Red_Raspberries', 'Cheese_Sandwich', 'Australian_Outback']","['exciting', 'sensational', 'theatrical']",,Pillow_Fights,Hang_Gliding,Training_Wheels,Poison_Ivy,Red_Raspberries,Cheese_Sandwich,Australian_Outback,Dramatic,
"['The_Great_Wall_Of_China', 'Remote_Controls', 'King_Arthur', 'Bride_and_Groom', 'The_French_Riviera', 'Fuzz', 'Neil_Simon']","['thoughtful', 'contemplative', 'wise']",,The_Great_Wall_Of_China,Remote_Controls,King_Arthur,Bride_and_Groom,The_French_Riviera,Fuzz,Neil_Simon,Philosophical,
"['Gen._George_S._Patton', 'Zippers', 'Hip_Hop', 'Japan', 'Harrison_Ford', 'Toenails', 'Comic_Books']","['humourous', 'peculiar', 'fanciful']",,Gen._George_S._Patton,Zippers,Hip_Hop,Japan,Harrison_Ford,Toenails,Comic_Books,Whimsical,
"['Barbara_Walters', 'Goats', 'Blowing_Your_Nose', 'A_French_Maid', 'The_Baby-Sitters_Club', 'Motorcycles', 'Airplanes']","['imaginative', 'artistic', 'original']",,Barbara_Walters,Goats,Blowing_Your_Nose,A_French_Maid,The_Baby-Sitters_Club,Motorcycles,Airplanes,Creative,
"['Frosty_The_Snowman', 'Babies', 'The_Chicken_Dance', 'East_Coast', 'Taking_A_Bath', 'Barbed_Wire', 'Antarctica']","['silly', 'foolish', 'giddy']",,Frosty_The_Snowman,Babies,The_Chicken_Dance,East_Coast,Taking_A_Bath,Barbed_Wire,Antarctica,Goofy,
"['The_Far_Left', 'NYPD', 'Brain_Surgeons', 'Alfred_Hitchcock', 'A_Cheap_Motel', 'Fresh_Water_Pearls', 'Brushing_Your_Teeth']","['clever', 'humorous', 'cunning']",,The_Far_Left,NYPD,Brain_Surgeons,Alfred_Hitchcock,A_Cheap_Motel,Fresh_Water_Pearls,Brushing_Your_Teeth,Witty,
"['Candy_Corn', 'Getting_A_Haircut', 'Waterparks', 'Bullwinkle', 'Liberty_and_Justice', 'Slobodan_Milosevic', 'Good_and_Plenty']","['flavorable', 'tangy', 'hot']",,Candy_Corn,Getting_A_Haircut,Waterparks,Bullwinkle,Liberty_and_Justice,Slobodan_Milosevic,Good_and_Plenty,Spicy,
"['Venus_and_Mars', 'On-Line_Shopping', 'Grease_and_Grime', 'Artists', 'Brothers_and_Sisters', 'Rod_and_Reel', 'Sleeping_Pills']","['weakening', 'tiring', 'draining']",,Venus_and_Mars,On-Line_Shopping,Grease_and_Grime,Artists,Brothers_and_Sisters,Rod_and_Reel,Sleeping_Pills,Exhausting,
"['Pirates', 'Road_Trips', 'Junkyard_Dogs', 'Currier_and_Ives', 'Bats', 'A_Refrigerator', 'Bangkok']","['gooey', 'mushy', 'romantic']",,Pirates,Road_Trips,Junkyard_Dogs,Currier_and_Ives,Bats,A_Refrigerator,Bangkok,Sappy,
"['A_Flat_Tire', 'The_Olympics', 'Carnival_Workers', 'Surprise_Parties', 'A_Funeral', 'Spontaneous_Combustion', 'Cooking_Dinner']","['demanding', 'exhausting', 'strenuous']",,A_Flat_Tire,The_Olympics,Carnival_Workers,Surprise_Parties,A_Funeral,Spontaneous_Combustion,Cooking_Dinner,Grueling,
"['Herb_Gardens', 'Liver_And_Onions', 'R_and_D', 'D-Day,_1944', 'Pyramids', 'Spider-Man', 'R_and_B']","['downy', 'unclear', 'furry']",,Herb_Gardens,Liver_And_Onions,R_and_D,"D-Day,_1944",Pyramids,Spider-Man,R_and_B,Fuzzy,
"['Zippers', 'Ticks', 'Listening_To_Music', 'Apple_Juice', 'Babe_Ruth', 'Peacocks', 'White_Collar_Crime']","['useful', 'assisting']",,Zippers,Ticks,Listening_To_Music,Apple_Juice,Babe_Ruth,Peacocks,White_Collar_Crime,Helpful,
"['Bells_and_Whistles', 'Freckles', 'Raggedy_Ann', 'A_French_Maid', 'Witches', 'Picking_Your_Nose', 'Inside_The_Sun']","['smelly', 'bad', 'odor']",,Bells_and_Whistles,Freckles,Raggedy_Ann,A_French_Maid,Witches,Picking_Your_Nose,Inside_The_Sun,Stinky,
"['HMOs', 'Flannel_Shirts', 'Robin_Hood', 'Berlin_-_1945', 'Bulls_and_Bears', 'Microsoft', 'Cults']","['thin', 'lean']",,HMOs,Flannel_Shirts,Robin_Hood,Berlin_-_1945,Bulls_and_Bears,Microsoft,Cults,Skinny,
"['Boy_Scouts', 'Science_Experiments', 'Marilyn_Monroe', 'Cults', 'The_Ozone_Layer', 'An_Igloo', 'California']","['delicate', 'fragile', 'thin']",,Boy_Scouts,Science_Experiments,Marilyn_Monroe,Cults,The_Ozone_Layer,An_Igloo,California,Dainty,
"['Itchy_Clothes', 'Mickey_and_Minnie', 'Fred_and_Ginger', 'Lance_Armstrong', 'My_Father', 'Bingo', 'Women']","['very', 'good', 'outstanding']",,Itchy_Clothes,Mickey_and_Minnie,Fred_and_Ginger,Lance_Armstrong,My_Father,Bingo,Women,Excellent,
"['Lifeguard', 'Barbershops', 'Long_Hair', 'Fairies', 'Bald_Eagles', 'Oprah_Winfrey', 'Freckles']","['weakening', 'tiring', 'draining']",,Lifeguard,Barbershops,Long_Hair,Fairies,Bald_Eagles,Oprah_Winfrey,Freckles,Exhausting,
"['Puppets', 'Milk', 'Trampolines', 'Beethoven', 'Oil_Spills', 'Dolly_Parton', 'The_1970s']","['ornate', 'pompous', 'extravagant']",,Puppets,Milk,Trampolines,Beethoven,Oil_Spills,Dolly_Parton,The_1970s,Flamboyant,
"['Zippers', 'Julia_Roberts', 'A_Princess', 'Flies', 'On-Line_Shopping', 'Bigfoot', 'Handguns']","['urbane', 'cosmopolitan', 'complex']",,Zippers,Julia_Roberts,A_Princess,Flies,On-Line_Shopping,Bigfoot,Handguns,Sophisticated,
"['Sunken_Ships', 'Pomp_and_Circumstance', 'Doctors_and_Dentists', 'Snips_and_Snails', 'Los_Angeles', 'Umbrellas', 'The_Library']","['diligent', 'busy', 'hard-working']",,Sunken_Ships,Pomp_and_Circumstance,Doctors_and_Dentists,Snips_and_Snails,Los_Angeles,Umbrellas,The_Library,Industrious,
"['Brad_Pitt', 'Rock_Candy', 'Dirty_Socks', 'Choir_Boys', 'A_Locker_Room', 'Slasher_Films', 'Reading_A_Good_Book']","['pure', 'simple', 'unadorned']",,Brad_Pitt,Rock_Candy,Dirty_Socks,Choir_Boys,A_Locker_Room,Slasher_Films,Reading_A_Good_Book,Natural,
"['Dumbo', 'Intellectuals', 'The_Symphony', 'Playing_Chess', 'Lucille_Ball', 'Meryl_Streep', '*NSYNC']","['useful', 'helpful']",,Dumbo,Intellectuals,The_Symphony,Playing_Chess,Lucille_Ball,Meryl_Streep,*NSYNC,Practical,
"['Darth_Vader', 'Rice', 'My_Stuffed_Animals', 'Water_Baloons', 'Pride_and_Prejudice', 'Seashells', 'The_Chicken_and_The_Egg']","['captivating', 'enchanting', 'fascinating']",,Darth_Vader,Rice,My_Stuffed_Animals,Water_Baloons,Pride_and_Prejudice,Seashells,The_Chicken_and_The_Egg,Charming,
"['Atlantis', 'Balloons', 'NASA', 'The_First_Day_Of_School', 'Raggedy_Ann', 'Potato_Chips', 'Claude_Monet']","['subdued', 'gentle', 'trained']",,Atlantis,Balloons,NASA,The_First_Day_Of_School,Raggedy_Ann,Potato_Chips,Claude_Monet,Tame,
