7,6,5,synonyms,target,4,hand,3,1,2
King_Arthur,Hollywood,Meg_Ryan,"['trivial', 'silly', 'shallow']",Frivolous,Hollywood_and_Vine,"['A_King', 'Phone_and_Fax', 'Shake_and_Bake', 'Hollywood_and_Vine', 'Meg_Ryan', 'Hollywood', 'King_Arthur']",Shake_and_Bake,A_King,Phone_and_Fax
Black_Velvet,Glass,A_Few_Good_Men,"['extreme', 'passionate', 'strained']",Intense,Drinking_and_Driving,"['Creamed_Corn', 'Gardening', 'Red_Roses', 'Drinking_and_Driving', 'A_Few_Good_Men', 'Glass', 'Black_Velvet']",Red_Roses,Creamed_Corn,Gardening
Science_Tests,Power_Drills,Sticks_and_Stones,"['pleasant', 'kind']",Nice,Chat_Rooms,"['Root_Beer', 'Deer_Hunting', 'Plastic', 'Chat_Rooms', 'Sticks_and_Stones', 'Power_Drills', 'Science_Tests']",Plastic,Root_Beer,Deer_Hunting
Pine_Trees,My_Dad,Meatloaf,"['prehistoric', 'primal', 'uncivilized']",Primitive,Blood_and_Tears,"['French_Wines', 'AM_and_FM', 'My_Best_Friend', 'Blood_and_Tears', 'Meatloaf', 'My_Dad', 'Pine_Trees']",My_Best_Friend,French_Wines,AM_and_FM
Bad_Dreams,Industrial_Revolution,Flip-Flops,"['brisk', 'invigorating', 'rejuvenating']",Refreshing,Teeth,"['Football_Players', 'Water_Skiing', 'Shrimp', 'Teeth', 'Flip-Flops', 'Industrial_Revolution', 'Bad_Dreams']",Shrimp,Football_Players,Water_Skiing
Hit_and_Run,Haiku,Swiss_Bank_Accounts,"['bitter', 'tart']",Sour,Dance_Class,"['The_Great_Chicago_Fire', 'The_First_Day_Of_School', 'John_Philip_Sousa', 'Dance_Class', 'Swiss_Bank_Accounts', 'Haiku', 'Hit_and_Run']",John_Philip_Sousa,The_Great_Chicago_Fire,The_First_Day_Of_School
A_Movie_Theater,Astronauts,Homework,"['risky', 'chancy', 'hazardous']",Dangerous,Trinidad_and_Tobago,"['Niagara_Falls', 'Public_Radio', 'Rivers', 'Trinidad_and_Tobago', 'Homework', 'Astronauts', 'A_Movie_Theater']",Rivers,Niagara_Falls,Public_Radio
Going_On_A_Safari,Cockles_and_Mussels,Thelma_and_Louise,"['unreal', 'counterfeit', 'deceptive']",Fake,Vacations,"['Thomas_Edison', 'Bongos', 'Dog_Days', 'Vacations', 'Thelma_and_Louise', 'Cockles_and_Mussels', 'Going_On_A_Safari']",Dog_Days,Thomas_Edison,Bongos
Being_In_Love,Liposuction,Skydiving,"['notable', 'impressive', 'remarkable']",Unforgettable,Hawaii,"['Floods', 'Mount_Vesuvius', 'Getting_Lost', 'Hawaii', 'Skydiving', 'Liposuction', 'Being_In_Love']",Getting_Lost,Floods,Mount_Vesuvius
Shoplifting,Bugs_Bunny,A_Pile_Of_Leaves,"['tidy', 'orderly', 'cool']",Neat,Nicholas_Cage,"['Ships', 'Skunks', 'Night', 'Nicholas_Cage', 'A_Pile_Of_Leaves', 'Bugs_Bunny', 'Shoplifting']",Night,Ships,Skunks
California,Los_Angeles,Televangelists,"['crazy', 'funny', 'wacky']",Zany,Batman,"['Nicholas_Cage', 'Motorcycles', 'Glue', 'Batman', 'Televangelists', 'Los_Angeles', 'California']",Glue,Nicholas_Cage,Motorcycles
Shania_Twain,My_16th_Birthday,Pillow_Fights,"['hurtful', 'agonizing', 'unbearable']",Painful,Grave_Robbers,"['Trinidad_and_Tobago', 'Velcro', 'Trampolines', 'Grave_Robbers', 'Pillow_Fights', 'My_16th_Birthday', 'Shania_Twain']",Trampolines,Trinidad_and_Tobago,Velcro
Bill_Gates,Lock_and_Load,The_Marx_Brothers,"['crabby', 'cantankerous', 'grouchy']",Cranky,Learning_Spanish,"['Mickey_Mouse', 'Square_Dancing', 'Computer_Hackers', 'Learning_Spanish', 'The_Marx_Brothers', 'Lock_and_Load', 'Bill_Gates']",Computer_Hackers,Mickey_Mouse,Square_Dancing
Rap_Music,Sean_Connery,Flying_Monkeys,"['passionate', 'moving', 'volatile']",Emotional,My_Grandpa,"['Rust', 'Oranges', 'Camping', 'My_Grandpa', 'Flying_Monkeys', 'Sean_Connery', 'Rap_Music']",Camping,Rust,Oranges
Oprah_Winfrey,Bananas,Running_In_A_Race,"['frightening', 'electrifying', 'startling']",Shocking,Clint_Eastwood,"['Robin_Hood', 'Pancakes', 'Elevators', 'Clint_Eastwood', 'Running_In_A_Race', 'Bananas', 'Oprah_Winfrey']",Elevators,Robin_Hood,Pancakes
Family_Values,Farms,Leather,"['exhausted', 'frayed', 'worn']",Frazzled,Cavities,"['Life_Jackets', 'Laurel_and_Hardy', 'Toenails', 'Cavities', 'Leather', 'Farms', 'Family_Values']",Toenails,Life_Jackets,Laurel_and_Hardy
Hollywood,Apples,Graffiti,"['fascinating', 'hypnotizing', 'charming']",Mesmerizing,Telling_Scary_Stories,"['Cuba', 'Buttons_and_Bows', 'James_Dean', 'Telling_Scary_Stories', 'Graffiti', 'Apples', 'Hollywood']",James_Dean,Cuba,Buttons_and_Bows
Carpenters,Underwear,Halloween,"['occupied', 'meddlesome', 'engrossed']",Busy,Flying_Monkeys,"['Orange_Juice', 'Castles', 'Snoopy_and_The_Red_Barron', 'Flying_Monkeys', 'Halloween', 'Underwear', 'Carpenters']",Snoopy_and_The_Red_Barron,Orange_Juice,Castles
Barney,Attack_On_Pearl_Harbor,Mountain_Bikes,"['pure', 'immaculate', 'unapproachable']",Squeaky_Clean,Pencil_and_Paper,"['Ramona', 'Haunted_House', 'Rusty_Nails', 'Pencil_and_Paper', 'Mountain_Bikes', 'Attack_On_Pearl_Harbor', 'Barney']",Rusty_Nails,Ramona,Haunted_House
Canadians,The_Little_Mermaid,Bowling,"['religious', 'inspired', 'supernatural']",Spiritual,Garth_Brooks,"['Haunted_House', 'The_National_Enquirer', 'Hansel_and_Gretel', 'Garth_Brooks', 'Bowling', 'The_Little_Mermaid', 'Canadians']",Hansel_and_Gretel,Haunted_House,The_National_Enquirer
Abbot_and_Costello,Grease_and_Grime,Pilots,"['brazen', 'saucy', 'forward']",Flirtatious,A_Funeral,"['Science_Tests', 'Monitor_and_The_Merrimac', 'Watermelon', 'A_Funeral', 'Pilots', 'Grease_and_Grime', 'Abbot_and_Costello']",Watermelon,Science_Tests,Monitor_and_The_Merrimac
GI_Joe,Ragweed,The_Everglades,"['fearless', 'courageous']",Brave,Mae_West,"['Feminists', 'Jim_Carrey', 'House_Guests', 'Mae_West', 'The_Everglades', 'Ragweed', 'GI_Joe']",House_Guests,Feminists,Jim_Carrey
My_Room,William_Shakespeare,Liberty_and_Justice,"['famous', 'distinctive', 'prominent']",Legendary,Flashlights,"['Catsup_and_Mustard', 'Pine_Cones', 'Going_To_School', 'Flashlights', 'Liberty_and_Justice', 'William_Shakespeare', 'My_Room']",Going_To_School,Catsup_and_Mustard,Pine_Cones
Spilled_Milk,White_Collar_Crime,Head_Lice,"['elderly', 'old', 'antique']",Ancient,Trains,"['Hansel_and_Gretel', 'Deer_Hunting', 'On_The_Roof', 'Trains', 'Head_Lice', 'White_Collar_Crime', 'Spilled_Milk']",On_The_Roof,Hansel_and_Gretel,Deer_Hunting
Gila_Monsters,The_Circus,Seashells,"['scary', 'weird', 'ghostly']",Spooky,Working_Out,"['New_Orleans', 'Skiing', 'Sumo_Wrestlers', 'Working_Out', 'Seashells', 'The_Circus', 'Gila_Monsters']",Sumo_Wrestlers,New_Orleans,Skiing
Salsa_Dancing,Toys,Hawks_and_Doves,"['crabby', 'cantankerous', 'grouchy']",Cranky,Baby_Food,"['Labor_Unions', 'Queen_Elizabeth_II', 'Last_Night', 'Baby_Food', 'Hawks_and_Doves', 'Toys', 'Salsa_Dancing']",Last_Night,Labor_Unions,Queen_Elizabeth_II
Running_In_A_Race,Beach_Balls,Flashlights,"['intelligent', 'ingenious', 'witty']",Clever,Nicholas_Cage,"['Rod_and_Reel', 'A_Crown', 'Bats_and_Balls', 'Nicholas_Cage', 'Flashlights', 'Beach_Balls', 'Running_In_A_Race']",Bats_and_Balls,Rod_and_Reel,A_Crown
Lightning,Corvettes,Freckles,"['well-bred', 'purified', 'cultivated']",Refined,A_Volcano,"['Killer_Whales', 'Stalactites_and_Stalagmites', 'Choir_Boys', 'A_Volcano', 'Freckles', 'Corvettes', 'Lightning']",Choir_Boys,Killer_Whales,Stalactites_and_Stalagmites
Substitute_Teachers,Kangaroos,Grace_Kelly,"['vivid', 'brilliant', 'kaleidoscopic']",Colorful,Whales,"['North_and_South_Dakota', 'Hamsters', 'Gardening', 'Whales', 'Grace_Kelly', 'Kangaroos', 'Substitute_Teachers']",Gardening,North_and_South_Dakota,Hamsters
School_Pictures,Spinach,Camping_Trip,"['inactive', 'lazy', 'slothful']",Sluggish,Mittens,"['Science_Fiction', 'King_Arthur', 'Food_and_Shelter', 'Mittens', 'Camping_Trip', 'Spinach', 'School_Pictures']",Food_and_Shelter,Science_Fiction,King_Arthur
Rice,A_Cabin_In_The_Woods,Go_Karts,"['trivial', 'silly', 'shallow']",Frivolous,Cleaning_Your_Room,"['Dancing', 'Sin_and_Redemption', 'Shave_and_A_Haircut', 'Cleaning_Your_Room', 'Go_Karts', 'A_Cabin_In_The_Woods', 'Rice']",Shave_and_A_Haircut,Dancing,Sin_and_Redemption
Duct_Tape,Dirty_Diapers,Sleep,"['unconventional', 'revolutionary', 'extreme']",Radical,Beauty_and_The_Beast,"['Pigeons', 'Roller_Coaster', 'Garrison_Keillor', 'Beauty_and_The_Beast', 'Sleep', 'Dirty_Diapers', 'Duct_Tape']",Garrison_Keillor,Pigeons,Roller_Coaster
High_School_Reunions,Windsurfing,The_Baby-Sitters_Club,"['slim', 'small']",Slender,Ronald_McDonald,"['Kittens', 'Truck_Drivers', 'Pickles', 'Ronald_McDonald', 'The_Baby-Sitters_Club', 'Windsurfing', 'High_School_Reunions']",Pickles,Kittens,Truck_Drivers
Sumo_Wrestlers,Playing_Chess,The_Vatican,"['unlit', 'morbid', 'sinister']",Dark,Cream_and_Sugar,"['A_Forest', 'Dr._Laura', 'Fortune_Teller', 'Cream_and_Sugar', 'The_Vatican', 'Playing_Chess', 'Sumo_Wrestlers']",Fortune_Teller,A_Forest,Dr._Laura
Dr._Laura,Pounding_Nails,Chicago,"['ridiculous', 'senseless', 'foolish']",Absurd,Log_Cabins,"['Will_and_Grace', 'Lobsters', 'Waterfalls', 'Log_Cabins', 'Chicago', 'Pounding_Nails', 'Dr._Laura']",Waterfalls,Will_and_Grace,Lobsters
Food_and_Shelter,Ear_Wax,Clint_Eastwood,"['weakening', 'tiring', 'draining']",Exhausting,Rap_Music,"['Bubble_Gum', 'Gravity', 'Bart_Simpson', 'Rap_Music', 'Clint_Eastwood', 'Ear_Wax', 'Food_and_Shelter']",Bart_Simpson,Bubble_Gum,Gravity
Stamp_Collecting,Rabbits,Card_Games,"['torturing', 'harassing', 'agonizing']",Tormenting,James_Bond,"['Blizzard', 'Planting_Flowers', 'Dead_Fish', 'James_Bond', 'Card_Games', 'Rabbits', 'Stamp_Collecting']",Dead_Fish,Blizzard,Planting_Flowers
Adam_Sandler,Swordfighting,Thomas_Edison,"['brazen', 'saucy', 'forward']",Flirtatious,The_Titanic,"['Noodles', 'E-Mail', 'Shoplifting', 'The_Titanic', 'Thomas_Edison', 'Swordfighting', 'Adam_Sandler']",Shoplifting,Noodles,E-Mail
Kickball,Jacques_Cousteau,Monitor_and_The_Merrimac,"['honest', 'reliable', 'unfailing']",Trustworthy,Barbershops,"['NASA', 'Hansel_and_Gretel', 'Lassie', 'Barbershops', 'Monitor_and_The_Merrimac', 'Jacques_Cousteau', 'Kickball']",Lassie,NASA,Hansel_and_Gretel
Frisbees,High_School,Hairballs,"['enchanting', 'miraculous', 'marvelous']",Magical,Disneyland,"['Sunken_Ships', 'Doctors', 'Infomercials', 'Disneyland', 'Hairballs', 'High_School', 'Frisbees']",Infomercials,Sunken_Ships,Doctors
Viagra,Clowns,Helen_Keller,"['deceased', 'expired', 'unresponsive']",Dead,Maui,"['Carrot_and_A_Stick', 'Driving_Off_A_Cliff', 'Board_Games', 'Maui', 'Helen_Keller', 'Clowns', 'Viagra']",Board_Games,Carrot_and_A_Stick,Driving_Off_A_Cliff
Frozen_Peas,Wheat,My_Past,"['comfortable', 'snug', 'warm']",Cozy,Timbuktu,"['Rain', 'Long_Hair', 'Zippers', 'Timbuktu', 'My_Past', 'Wheat', 'Frozen_Peas']",Zippers,Rain,Long_Hair
Wheat,Crabs,Whoopie_Goldberg,"['stately', 'honorable', 'distinguished']",Dignified,Throwing_Up,"['Rock_Concerts', 'Hangnails', 'Lemon_and_Lime', 'Throwing_Up', 'Whoopie_Goldberg', 'Crabs', 'Wheat']",Lemon_and_Lime,Rock_Concerts,Hangnails
Hit_and_Run,School_Lunch,My_16th_Birthday,"['methodical', 'formal', 'systematic']",Orderly,Frank_Sinatra,"['Vanilla_Pudding', 'Waxing_The_Floor', 'Driving_A_Car', 'Frank_Sinatra', 'My_16th_Birthday', 'School_Lunch', 'Hit_and_Run']",Driving_A_Car,Vanilla_Pudding,Waxing_The_Floor
Gardening,Turtles,Family_Reunions,"['evil', 'corrupt', 'depraved']",Wicked,The_Symphony,"['Scavenger_Hunt', 'Cupcakes', 'Frank_Sinatra', 'The_Symphony', 'Family_Reunions', 'Turtles', 'Gardening']",Frank_Sinatra,Scavenger_Hunt,Cupcakes
Elephants,Shoplifting,Attack_On_Pearl_Harbor,"['timeless', 'immortal', 'perpetual']",Eternal,Fred_and_Ginger,"['Mountains', 'Recess', 'Conspiracy_Theories', 'Fred_and_Ginger', 'Attack_On_Pearl_Harbor', 'Shoplifting', 'Elephants']",Conspiracy_Theories,Mountains,Recess
Teenagers,Panda_Bears,Camels,"['sour', 'tart']",Bitter,The_Land_Of_Oz,"['Raisins', 'My_Mom', 'Riding_A_Scooter', 'The_Land_Of_Oz', 'Camels', 'Panda_Bears', 'Teenagers']",Riding_A_Scooter,Raisins,My_Mom
Big_Bang_Theory,The_Green_Bay_Packers,HMOs,"['womanly', 'ladylike', 'unmanly']",Feminine,Jacques_Cousteau,"['Grease', 'Kindergarten', 'James_Bond', 'Jacques_Cousteau', 'HMOs', 'The_Green_Bay_Packers', 'Big_Bang_Theory']",James_Bond,Grease,Kindergarten
Tomato_Soup,Oranges,Pride_and_Prejudice,"['unsophisticated', 'childlike', 'simple']",Naive,Darth_Vader,"['Love_Letters', 'Cauliflower', 'The_Pentagon', 'Darth_Vader', 'Pride_and_Prejudice', 'Oranges', 'Tomato_Soup']",The_Pentagon,Love_Letters,Cauliflower
Anna_and_The_King,Scientists,Tidal_Waves,"['cheerful', 'joyous', 'merry']",Jolly,Water_Skiing,"['Gummi_Bears', 'Bill_Gates', 'The_Milky_Way', 'Water_Skiing', 'Tidal_Waves', 'Scientists', 'Anna_and_The_King']",The_Milky_Way,Gummi_Bears,Bill_Gates
Mushrooms,Music,Humphrey_Bogart,"['industrious', 'diligent', 'busy']",Hardworking,Clint_Eastwood,"['Genetic_Engineering', 'Money', 'Knock-Knock_Jokes', 'Clint_Eastwood', 'Humphrey_Bogart', 'Music', 'Mushrooms']",Knock-Knock_Jokes,Genetic_Engineering,Money
Kangaroos,Aroma_Therapy,Cleaning_The_Bathroom,"['wealthy', 'affluent', 'moneyed']",Rich,Attack_On_Pearl_Harbor,"['Suit_and_Tie', 'Airline_Food', 'Rubber_Gloves', 'Attack_On_Pearl_Harbor', 'Cleaning_The_Bathroom', 'Aroma_Therapy', 'Kangaroos']",Rubber_Gloves,Suit_and_Tie,Airline_Food
Oranges,Frozen_Peas,Cell_Phones,"['disgusting', 'offensive', 'foul']",Repulsive,King_Tut,"['The_End_Of_The_World', 'Meat_Markets', 'Shopping', 'King_Tut', 'Cell_Phones', 'Frozen_Peas', 'Oranges']",Shopping,The_End_Of_The_World,Meat_Markets
Socks,Pi¤atas,Cowboys_and_Indians,"['shining', 'glowing', 'sparkling']",Radiant,Baked_Beans,"['Lemonade', 'Funerals', 'Skateboarding', 'Baked_Beans', 'Cowboys_and_Indians', 'Pi¤atas', 'Socks']",Skateboarding,Lemonade,Funerals
Musicals,Caves,The_1980s,"['bashful', 'timid', 'cautious']",Shy,In_The_Basement,"['Cutting_The_Grass', 'Hollywood_and_Vine', 'Hootie_and_The_Blowfish', 'In_The_Basement', 'The_1980s', 'Caves', 'Musicals']",Hootie_and_The_Blowfish,Cutting_The_Grass,Hollywood_and_Vine
Cheese,Manhattan,E-Mail,"['preposterous', 'absurd', 'ludicrous']",Ridiculous,Chutes_and_Ladders,"['Madeline', 'Tony_Blair', 'A_Haunted_House', 'Chutes_and_Ladders', 'E-Mail', 'Manhattan', 'Cheese']",A_Haunted_House,Madeline,Tony_Blair
Underwear,Currier_and_Ives,Venus_and_Mars,"['brisk', 'invigorating', 'rejuvenating']",Refreshing,The_Titanic,"['Dance_Class', 'The_Academy_Awards', ""Custer's_Last_Stand"", 'The_Titanic', 'Venus_and_Mars', 'Currier_and_Ives', 'Underwear']",Custer's_Last_Stand,Dance_Class,The_Academy_Awards
Lenin's_Tomb,Boats,Rocket_Scientists,"['interesting', 'attractive']",Fascinating,The_1960s,"['Abraham_Lincoln', 'Beach_Balls', 'Julia_Roberts', 'The_1960s', 'Rocket_Scientists', 'Boats', ""Lenin's_Tomb""]",Julia_Roberts,Abraham_Lincoln,Beach_Balls
Microsoft,Toasted_Marshmallows,Bigfoot,"['crabby', 'cantankerous', 'grouchy']",Cranky,Cheesecake,"['Power_Drills', 'Good_and_Plenty', 'Bugs', 'Cheesecake', 'Bigfoot', 'Toasted_Marshmallows', 'Microsoft']",Bugs,Power_Drills,Good_and_Plenty
Thunder_and_Lightning,Skateboarding,Peter_Pan,"['dirty', 'foul', 'unclean']",Filthy,Nuts_and_Bolts,"['South_Africa', 'Cheesecake', 'Snoopy_and_The_Red_Barron', 'Nuts_and_Bolts', 'Peter_Pan', 'Skateboarding', 'Thunder_and_Lightning']",Snoopy_and_The_Red_Barron,South_Africa,Cheesecake
Supermarkets,Rock_Stars,Field_and_Stream,"['egotistical', 'overconfident', 'conceited']",Arrogant,Strip_Malls,"['Picnics', 'Lucy_and_Desi', 'The_Indy_500', 'Strip_Malls', 'Field_and_Stream', 'Rock_Stars', 'Supermarkets']",The_Indy_500,Picnics,Lucy_and_Desi
Spider-Man,Mount_Vesuvius,Chicken_Pox,"['calm', 'not', 'tense']",Relaxed,Chimpanzees,"['Firestorms', 'Televangelists', 'Fertilizer', 'Chimpanzees', 'Chicken_Pox', 'Mount_Vesuvius', 'Spider-Man']",Fertilizer,Firestorms,Televangelists
Dancing,Mexico,Pierced_Ears,"['seductive', 'enticing', 'alluring']",Tempting,First_Man_On_The_Moon,"['A_Log_Cabin', 'The_Great_Wall_Of_China', 'Watching_Cartoons', 'First_Man_On_The_Moon', 'Pierced_Ears', 'Mexico', 'Dancing']",Watching_Cartoons,A_Log_Cabin,The_Great_Wall_Of_China
Australian_Outback,Chain_Letters,Losing_Your_Backpack,"['risky', 'dangerous', 'perilous']",Hazardous,Daytime_TV,"['Gas_Stations', 'Gorillas', 'Sin_and_Redemption', 'Daytime_TV', 'Losing_Your_Backpack', 'Chain_Letters', 'Australian_Outback']",Sin_and_Redemption,Gas_Stations,Gorillas
Migraine_Headaches,Rocking_Chairs,The_First_Day_Of_School,"['crazy', 'funny', 'wacky']",Zany,Bus_Drivers,"['Backstreet_Boys', 'Tarzan_and_Jane', 'Pit_Bulls', 'Bus_Drivers', 'The_First_Day_Of_School', 'Rocking_Chairs', 'Migraine_Headaches']",Pit_Bulls,Backstreet_Boys,Tarzan_and_Jane
The_Wright_Brothers,Humphrey_Bogart,Carlos_Santana,"['U.S.', 'Citizen', 'Yankee', 'Apple', 'Pie']",American,Truck_Stops,"['Big_Macs', 'Radios', 'Worms', 'Truck_Stops', 'Carlos_Santana', 'Humphrey_Bogart', 'The_Wright_Brothers']",Worms,Big_Macs,Radios
Umbrella_Drinks,Crazy_Horse,Junkyard_Dogs,"['tactile', 'pleasing', 'sexual']",Sensual,Bill_Murray,"['Rocking_Chairs', 'Gen._George_S._Patton', 'Postal_Workers', 'Bill_Murray', 'Junkyard_Dogs', 'Crazy_Horse', 'Umbrella_Drinks']",Postal_Workers,Rocking_Chairs,Gen._George_S._Patton
Drew_Carey,Horseback_Riding,Cabbage,"['preferred', 'desired']",Favorite,Grapes,"['Charging_Rhinos', 'Europe', 'Rod_and_Reel', 'Grapes', 'Cabbage', 'Horseback_Riding', 'Drew_Carey']",Rod_and_Reel,Charging_Rhinos,Europe
At_My_Parent's_House,Scented_Candles,Bananas,"['big', 'not', 'small']",Large,Doctors,"['The_Land_Of_Oz', 'Danielle_Steel', 'Poison_Ivy', 'Doctors', 'Bananas', 'Scented_Candles', ""At_My_Parent's_House""]",Poison_Ivy,The_Land_Of_Oz,Danielle_Steel
Pounding_Nails,Ronald_McDonald,Under_My_Bed,"['irritable', 'nervous', 'tense']",Edgy,Clark_Gable,"['Salads', 'Xena,_Warrior_Princess', 'Monsters', 'Clark_Gable', 'Under_My_Bed', 'Ronald_McDonald', 'Pounding_Nails']",Monsters,Salads,"Xena,_Warrior_Princess"
Hammerhead_Sharks,Boy_Scouts,Ninjas,"['superficial', 'trivial', 'not', 'deep']",Shallow,The_New_York_Yankees,"['Blood', 'Disneyland', 'Ham_Sandwhich', 'The_New_York_Yankees', 'Ninjas', 'Boy_Scouts', 'Hammerhead_Sharks']",Ham_Sandwhich,Blood,Disneyland
Giant_Squid,Apple_Pie,United_Nations,"['world-wide', 'spherical', 'universal']",Global,Thomas_Edison,"['Atlantis', 'Gummi_Bears', 'Camping', 'Thomas_Edison', 'United_Nations', 'Apple_Pie', 'Giant_Squid']",Camping,Atlantis,Gummi_Bears
David_Letterman,Tacos,Ham_Sandwhich,"['lovely', 'attractive', 'good-looking']",Pretty,The_Vietnam_Memorial,"['My_High_School_Prom', 'Bert_and_Ernie', 'Buttons_and_Bows', 'The_Vietnam_Memorial', 'Ham_Sandwhich', 'Tacos', 'David_Letterman']",Buttons_and_Bows,My_High_School_Prom,Bert_and_Ernie
Pizza,Bigfoot,Velcro,"['trustworthy', 'truthful']",Honest,Playing_Chess,"['A_Sunrise', 'Communists', 'Australian_Outback', 'Playing_Chess', 'Velcro', 'Bigfoot', 'Pizza']",Australian_Outback,A_Sunrise,Communists
The_Chicken_Dance,Slivers,Unicorns,"['trashy', 'tawdry', 'far-fetched']",Cheesy,Lightning,"['Spam', 'Abraham_Lincoln', 'Ferdinand_and_Isabella', 'Lightning', 'Unicorns', 'Slivers', 'The_Chicken_Dance']",Ferdinand_and_Isabella,Spam,Abraham_Lincoln
Mirrors,Ants,Jamaica,"['false', 'artificial', 'imitation']",Phony,Weapons_Dealers,"['Scientists', 'Cher', 'Bates_Motel', 'Weapons_Dealers', 'Jamaica', 'Ants', 'Mirrors']",Bates_Motel,Scientists,Cher
Emily_Dickinson,My_Bank_Account,Plastic,"['stubborn', 'obstinate', 'improper']",Perverse,Water_Guns,"['Sisters', 'The_Chicken_and_The_Egg', 'Al_Pacino', 'Water_Guns', 'Plastic', 'My_Bank_Account', 'Emily_Dickinson']",Al_Pacino,Sisters,The_Chicken_and_The_Egg
Scientists,Buying_A_House,Blood,"['frightening', 'electrifying', 'startling']",Shocking,Napoleon_Bonaparte,"['Marriage', 'Dating', 'Bread_and_Water', 'Napoleon_Bonaparte', 'Blood', 'Buying_A_House', 'Scientists']",Bread_and_Water,Marriage,Dating
Mike_Tyson,Death_Valley,My_16th_Birthday,"['elderly', 'old', 'antique']",Ancient,Infomercials,"['Pennies', 'A_Crawl_Space', 'Scooby-Doo', 'Infomercials', 'My_16th_Birthday', 'Death_Valley', 'Mike_Tyson']",Scooby-Doo,Pennies,A_Crawl_Space
Beer,Strawberry_Shortcake,Toothpaste,"['sloppy', 'disorderly', 'unclean']",Messy,Ballerinas,"['Fort_Knox', 'Love_and_Marriage', 'Regis_Philbin', 'Ballerinas', 'Toothpaste', 'Strawberry_Shortcake', 'Beer']",Regis_Philbin,Fort_Knox,Love_and_Marriage
Assembly_Lines,Telling_Scary_Stories,Electric_Eels,"['guiltless', 'pure', 'naive']",Innocent,Sport_Utility_Vehicles,"['Cary_Grant', 'Madeline', 'Airplanes', 'Sport_Utility_Vehicles', 'Electric_Eels', 'Telling_Scary_Stories', 'Assembly_Lines']",Airplanes,Cary_Grant,Madeline
Mud,Kilts,New_Orleans,"['shocking', 'scandalous', 'disgraceful']",Outrageous,Bird_Watching,"['A_Princess', 'The_Pentagon', 'Wishbone', 'Bird_Watching', 'New_Orleans', 'Kilts', 'Mud']",Wishbone,A_Princess,The_Pentagon
Bird_Watching,Freaks_and_Geeks,Carnival_Workers,"['not', 'light', 'bulky']",Heavy,A_Sunrise,"['The_Gulf_War', 'Hammers', 'Car_Bombs', 'A_Sunrise', 'Carnival_Workers', 'Freaks_and_Geeks', 'Bird_Watching']",Car_Bombs,The_Gulf_War,Hammers
Fame_and_Fortune,The_Great_Depression,AM_and_FM,"['interesting', 'attractive']",Fascinating,Basketball,"['Robert_DeNiro', 'Rats', 'Zucchini', 'Basketball', 'AM_and_FM', 'The_Great_Depression', 'Fame_and_Fortune']",Zucchini,Robert_DeNiro,Rats
Oral_Surgery,Little_Brown_Mice,R_and_D,"['old', 'ancient', 'mature']",Aged,Mars,"['A_Sunrise', 'Incense', 'Spinach', 'Mars', 'R_and_D', 'Little_Brown_Mice', 'Oral_Surgery']",Spinach,A_Sunrise,Incense
Ninjas,Valentine's_Day,Cauliflower,"['strained', 'tense', 'nervous']",Wired,Stubbed_Toes,"['Angry_Hornets', 'Babe_Ruth', 'Maple_Syrup', 'Stubbed_Toes', 'Cauliflower', ""Valentine's_Day"", 'Ninjas']",Maple_Syrup,Angry_Hornets,Babe_Ruth
Going_On_A_Cruise,A_Cheap_Motel,Beer_and_Pretzels,"['attractive', 'elegant', 'fine']",Handsome,Tornadoes,"['Billboards', 'A_Fool_and_His_Money', 'A_Parade', 'Tornadoes', 'Beer_and_Pretzels', 'A_Cheap_Motel', 'Going_On_A_Cruise']",A_Parade,Billboards,A_Fool_and_His_Money
Double_Thick_Malts,Sumo_Wrestlers,Jim_Carrey,"['understandable', 'uncluttered', 'transparent']",Clear,Jupiter,"['Steve_Martin', 'The_1950s', 'Inchworm', 'Jupiter', 'Jim_Carrey', 'Sumo_Wrestlers', 'Double_Thick_Malts']",Inchworm,Steve_Martin,The_1950s
House_Guests,Neil_Simon,At_My_Parent's_House,"['strong', 'forceful', 'robust']",Powerful,A_Swimming_Pool,"['Basketball', 'Frozen_Peas', 'Grocery_Stores', 'A_Swimming_Pool', ""At_My_Parent's_House"", 'Neil_Simon', 'House_Guests']",Grocery_Stores,Basketball,Frozen_Peas
Hollywood_and_Vine,Horse_and_Cart,Tomatoes,"['dishonest', 'underhanded', 'shady']",Corrupt,Mike_Tyson,"['Mel_Gibson', 'Rust', 'Waffles', 'Mike_Tyson', 'Tomatoes', 'Horse_and_Cart', 'Hollywood_and_Vine']",Waffles,Mel_Gibson,Rust
Deer_Hunting,Stanley_and_Livingston,Telling_The_Truth,"['demanding', 'exhausting', 'strenuous']",Grueling,Brothers,"['James_Bond', 'Stephen_King', 'The_21st_Century', 'Brothers', 'Telling_The_Truth', 'Stanley_and_Livingston', 'Deer_Hunting']",The_21st_Century,James_Bond,Stephen_King
